year_built,wn_site_eui,wn_source_eui,Latitude,Longitude
"1,961",64.5,115,40.776108,-73.987432
"1,962",70.9,123.1,40.777093,-73.986467
"1,960",66.7,114.8,40.777722,-73.986009
"1,960",81.6,123.3,40.778573,-73.986377
"1,963",63.7,121.8,40.778748,-73.986073
"1,930",106.8,149.6,40.778981,-73.985091
"1,926",106.9,148.3,40.779327,-73.984842
"1,917",141.3,170.7,40.779613,-73.984633
"1,925",63.8,97.9,40.780002,-73.984965
"1,924",67,101.2,40.780153,-73.985326
"1,927",70.1,98.9,40.780357,-73.985813
"1,904",81.6,123.1,40.780401,-73.985921
"1,913",Not Available,Not Available,40.780033,-73.98499
"1,929",66.3,90.4,40.779967,-73.984373
"1,926",46.1,72.1,40.780337,-73.984102
"1,936",35.7,103.8,40.780694,-73.985513
"1,950",74.9,102.8,40.781056,-73.984517
"1,930",68.4,99.6,40.781965,-73.983563
"1,972",74.5,175.5,40.782083,-73.983845
"1,928",26.4,52.6,40.78244,-73.984423
"1,916",17.5,50,40.782036,-73.98287
"1,925",61.3,90.5,40.78242,-73.982917
"1,948",73.1,106.5,40.782796,-73.983552
"1,925",75.4,108.7,40.782989,-73.98426
"1,930",58.1,91,40.783296,-73.982743
"1,924",80.4,117.8,40.783257,-73.981967
"1,912",67.2,95.8,40.78348,-73.981804
"1,926",75.5,107.2,40.784111,-73.98297
"1,926",69.4,104,40.78399,-73.98366
"1,963",38.5,67.2,40.784314,-73.982938
"1,925",64,100.3,40.783869,-73.982133
"1,927",70.4,90.6,40.784133,-73.981335
"1,911",68.1,94.5,40.784484,-73.981497
"1,941",67.9,95.8,40.784512,-73.981558
"1,907",87.3,114.7,40.784877,-73.982728
"1,905",75,103.9,40.783382,-73.974424
"1,923",157.6,244,40.782597,-73.973026
"1,914",18.1,54.3,40.782509,-73.972824
"1,927",68.2,94.1,40.782421,-73.972622
"1,929",44.6,65.6,40.782336,-73.972423
"1,992",89.1,129.9,40.782226,-73.971589
"1,918",Not Available,Not Available,40.78314,-73.972275
"1,916",79.2,107.3,40.783233,-73.972456
"1,926",70.8,112.4,40.783101,-73.970946
"1,911",78.3,111.9,40.784076,-73.972524
"1,929",74.3,125.4,40.783439,-73.970701
"1,926",57.9,91.8,40.784054,-73.970747
"1,924",87,116.8,40.784306,-73.971101
"1,949",95.8,127.7,40.784282,-73.971004
"1,930",70.8,110.7,40.784075,-73.970238
"1,925",76.4,111.3,40.784718,-73.969768
"1,925",66,121.7,40.785074,-73.969508
"1,925",65.3,93.8,40.785626,-73.970154
"1,929",14.6,42.7,40.785821,-73.970616
"1,926",68.5,99.1,40.785959,-73.970945
"1,927",Not Available,Not Available,40.786044,-73.971097
"1,927",82.2,114.3,40.785975,-73.970934
"1,929",67.4,95.7,40.785879,-73.970703
"1,937",Not Available,Not Available,40.785428,-73.969634
"1,928",60.1,99.2,40.785398,-73.96927
"1,913",15.7,49.3,40.786243,-73.968655
"1,931",75.8,108.9,40.786419,-73.968525
"1,983",63.1,96.3,40.787364,-73.970182
"1,906",73.2,115.9,40.787023,-73.968085
"1,988",50.2,123.2,40.786693,-73.968327
"1,968",26.5,78.2,40.788758,-73.970503
"1,940",71.1,104.2,40.787659,-73.967611
"1,968",80,123.8,40.789189,-73.970189
"1,931",66.5,92.4,40.788486,-73.968922
"1,930",78,114.9,40.788063,-73.967315
"1,911",70.1,104.1,40.788839,-73.966758
"1,931",72.6,107.1,40.789015,-73.966632
"1,970",15.2,47.6,40.790498,-73.967928
"1,951",74.3,104.1,40.789754,-73.968069
"1,970",64,92.4,40.78957,-73.967632
"1,926",62.8,93.8,40.789312,-73.966776
"1,970",86.3,136.7,40.790325,-73.967516
"1,929",80.6,132.8,40.789792,-73.966491
"1,967",78.4,134.2,40.791316,-73.968635
"1,920",Not Available,Not Available,40.790228,-73.967242
"1,917",50.8,83.2,40.790055,-73.965869
"1,929",63.6,94.4,40.790165,-73.965786
"1,970",79.2,112.7,40.79176,-73.968317
"1,929",62.8,92.5,40.790898,-73.965255
"1,971",99.2,158.5,40.792334,-73.967898
"1,928",68.6,101.7,40.791721,-73.966894
"1,930",45.4,67.4,40.79188,-73.965222
"1,929",58.9,83.9,40.792199,-73.965984
"1,912",87.9,115.8,40.791636,-73.966692
"1,992",81.7,143.8,40.791213,-73.965024
"1,930",66,90.4,40.791567,-73.964767
"1,927",36.4,113.2,40.783298,-73.978204
"1,924",67,98.9,40.782735,-73.977327
"1,911",78,112.4,40.782617,-73.977042
"1,926",70.7,104.5,40.782532,-73.97684
"1,928",111.5,177.5,40.782515,-73.976796
"1,914",77,110.5,40.78243,-73.976594
"1,926",71.5,113.5,40.782361,-73.976432
"1,930",61.1,67.6,40.783473,-73.977002
"1,986",93.9,192.4,40.782117,-73.975374
"1,988",76.8,127.1,40.783674,-73.977478
"1,900",67.9,110.3,40.782735,-73.975254
"1,905",Not Available,Not Available,40.783904,-73.976048
"1,889",79.2,147.2,40.783432,-73.974958
"1,924",2.5,8,40.784412,-73.97525
"1,922",27.6,36.1,40.785501,-73.976597
"1,900",48.9,88.9,40.78414,-73.9746
"1,931",100.4,130.4,40.785995,-73.973144
"1,948",66.9,93,40.786492,-73.974321
"1,900",122.2,202.9,40.785992,-73.973094
"1,926",69.1,106.6,40.786966,-73.973339
"1,925",98.9,132.7,40.787167,-73.973808
"1,928",14.8,42,40.787194,-73.973873
"1,916",79.5,108.4,40.78728,-73.974075
"1,923",70.6,103.2,40.787365,-73.974278
"1,912",Not Available,Not Available,40.786769,-73.972866
"1,929",60.5,94.6,40.786656,-73.972602
"1,998",92.7,157.9,40.78731,-73.974144
"1,914",52.8,76.7,40.787323,-73.974133
"1,914",57.5,91.7,40.787252,-73.973963
"1,924",68,101.1,40.787208,-73.973862
"1,930",17.3,49.9,40.786717,-73.972696
"1,929",80.9,116.1,40.786604,-73.972433
"1,914",65.8,92.5,40.787762,-73.973129
"1,914",69.7,100.3,40.787848,-73.973331
"1,914",51,74.1,40.7879,-73.973454
"1,918",34.5,76.2,40.787831,-73.974895
"1,975",87.7,143.9,40.788614,-73.974324
"1,986",64.9,122.6,40.78735,-73.972104
"1,985",80.7,124.5,40.787935,-73.971132
"1,986",92.7,172.5,40.788569,-73.970666
"1,923",24.5,41.1,40.788659,-73.971309
"1,990",89.8,157.5,40.789315,-73.970954
"1,974",105.1,156.6,40.790384,-73.973034
"1,970",70.6,173.2,40.789148,-73.970243
"1,969",88.3,160.2,40.789694,-73.969846
"1,926",67.1,108.7,40.790641,-73.97212
"1,940",87.7,146.2,40.791638,-73.97212
"1,925",93.6,124.4,40.791341,-73.969928
"1,973",139.2,222.5,40.790951,-73.969
"1,925",44.5,71.9,40.791448,-73.970181
"1,928",80.6,115.8,40.792214,-73.971701
"1,956",Not Available,Not Available,40.79122,-73.969599
"1,966",80.2,124.3,40.791585,-73.968545
"1,936",75,97.7,40.791771,-73.968992
"1,957",89.6,139.9,40.792411,-73.970523
"1,967",68.5,108.5,40.792799,-73.971267
"1,966",47.4,66.5,40.791703,-73.968382
"1,925",Not Available,Not Available,40.792784,-73.969461
"2,001",86.4,113.9,40.792869,-73.969667
"1,986",73.3,124.1,40.79229,-73.967952
"1,926",Not Available,Not Available,40.793116,-73.968161
"1,925",122.4,189.4,40.793303,-73.968609
"1,971",126.2,174,40.792952,-73.969819
"1,929",68.5,101.7,40.784451,-73.981082
"1,903",101.7,183.8,40.78335,-73.97819
"1,916",Not Available,Not Available,40.785209,-73.980522
"1,985",80.4,129.2,40.785296,-73.980457
"1,987",83.5,166.3,40.784879,-73.979193
"2,000",116.7,168.8,40.785801,-73.980088
"1,912",90,121.1,40.785255,-73.97894
"1,931",61.9,90.5,40.786048,-73.979911
"1,911",65.3,94.8,40.784596,-73.977655
"1,912",59.9,91.7,40.784807,-73.978157
"1,924",85.7,131.7,40.786144,-73.978254
"1,928",64.2,94.5,40.786729,-73.979424
"1,923",88,124.3,40.785922,-73.97842
"1,913",60.2,91.5,40.787045,-73.979196
"1,910",200.6,256.3,40.78652,-73.977997
"1,927",84.6,126.6,40.786048,-73.977156
"1,987",28.3,85.5,40.786199,-73.97751
"1,925",63.2,134.5,40.787277,-73.977376
"1,922",97.9,144,40.787442,-73.977257
"1,900",71.6,99.9,40.787868,-73.977582
"1,923",73.8,105.8,40.787991,-73.978495
"1,932",61.2,108.3,40.787261,-73.978066
"1,945",73.7,113.2,40.787657,-73.978734
"1,924",65.7,97.2,40.788417,-73.978184
"1,903",133.2,263.6,40.787697,-73.97704
"1,903",102.6,143,40.788007,-73.976747
"1,929",60.5,92,40.78711,-73.975448
"1,931",63.8,92.9,40.787409,-73.975227
"1,912",86.6,129.1,40.788655,-73.978011
"1,986",58.6,80.4,40.787884,-73.977582
"1,907",62.2,94.4,40.788559,-73.977065
"1,987",71.3,126.3,40.788718,-73.976166
"2,010",369.9,491.4,40.78849,-73.976336
"1,913",79.8,112,40.789822,-73.977158
"1,900",108.2,153.1,40.789059,-73.97588
"1,984",Not Available,Not Available,40.78905,-73.975862
"1,920",59.1,84.4,40.790028,-73.97701
"1,910",146.6,256,40.789662,-73.975681
"1,928",75,100.2,40.790332,-73.976786
"1,922",71.9,97.7,40.790442,-73.976707
"1,924",68.2,123,40.789731,-73.975382
"1,923",71.3,121.5,40.789127,-73.974371
"1,963",101.2,154.4,40.789849,-73.97419
"1,915",123.3,168.6,40.789967,-73.975187
"1,916",46.3,77.3,40.790607,-73.976588
"1,986",87.8,135.5,40.790362,-73.975403
"1,914",66.2,106.8,40.789248,-73.974656
"1,910",58.1,87.3,40.791002,-73.976299
"1,915",79.3,119.6,40.790302,-73.974941
"1,925",53.1,90,40.789714,-73.973547
"1,925",92.4,150.1,40.790153,-73.973226
"1,912",87.7,129.5,40.791197,-73.976154
"1,920",Not Available,Not Available,40.790354,-73.97493
"1,985",97.2,150.9,40.791067,-73.975128
"1,920",120,178.2,40.791089,-73.975132
"1,923",56.1,109.6,40.791174,-73.974309
"1,922",63.5,97.5,40.790494,-73.973717
"1,928",74.7,92.8,40.790356,-73.973392
"1,917",69,106.8,40.791559,-73.974027
"1,920",139,191.4,40.791995,-73.973705
"1,926",76.9,121,40.792508,-73.975204
"1,927",49.7,102.8,40.792989,-73.97485
"1,959",89.3,122.7,40.79228,-73.973524
"1,924",82.1,111.7,40.792228,-73.973535
"1,934",82.1,134.7,40.791588,-73.972423
"1,934",146.1,218.9,40.792036,-73.971852
"1,927",53.4,80.5,40.793079,-73.974297
"1,916",81.3,123.7,40.792475,-73.972622
"1,917",49.6,74.1,40.793293,-73.974282
"2,010",107.7,189,40.793008,-73.972968
"1,925",60.5,91.7,40.793084,-73.972939
"1,925",79.7,107.1,40.793856,-73.974221
"1,900",86.8,120.6,40.794043,-73.974084
"1,916",106.7,207.5,40.793441,-73.972657
"1,927",68.9,107.2,40.794207,-73.973964
"1,948",87.6,136.6,40.793518,-73.971158
"1,986",101.3,176,40.79363,-73.971429
"1,951",58.7,83.9,40.784976,-73.982252
"1,906",85.2,128.7,40.784481,-73.981443
"1,936",78.3,111,40.784835,-73.980822
"1,927",67.5,96.9,40.78607,-73.980915
"1,925",83.2,115.5,40.78576,-73.980146
"1,929",69,97,40.786636,-73.98081
"1,938",62.1,91.2,40.786916,-73.980944
"1,911",63.8,92.3,40.786548,-73.979579
"1,929",67.6,99.3,40.786965,-73.979366
"1,929",50.1,74.6,40.787901,-73.980962
"1,907",116.9,161.3,40.787393,-73.978958
"1,950",60.1,86.5,40.787808,-73.979413
"1,922",51.8,60.8,40.787755,-73.97869
"1,926",71.2,101.3,40.787887,-73.978593
"1,927",105.7,168.8,40.788653,-73.979452
"1,909",51.4,80.6,40.789474,-73.980683
"1,920",58,85.9,40.788365,-73.97825
"1,917",56.6,84.8,40.788971,-73.978094
"1,924",70.9,103.6,40.78949,-73.979318
"1,924",68.4,93.6,40.789512,-73.979369
"1,906",Not Available,Not Available,40.789713,-73.980206
"1,950",69.2,102.5,40.789553,-73.979466
"2,010",74.1,166,40.788664,-73.978029
"1,939",85.8,119,40.790374,-73.979596
"1,923",100.2,162.9,40.789773,-73.979943
"1,926",155.7,258,40.789589,-73.979506
"1,926",46.7,76.9,40.789281,-73.978776
"1,926",Not Available,Not Available,40.789133,-73.97843
"1,925",97.3,127,40.789015,-73.978152
"1,924",74,106.3,40.789092,-73.977715
"1,911",79.8,115.8,40.78986,-73.978097
"1,940",114.2,198.1,40.790706,-73.979784
"1,938",67.3,97.8,40.78983,-73.977176
"1,915",68.2,105.1,40.790102,-73.976981
"1,930",53,82.6,40.791033,-73.97918
"1,923",56.5,82.3,40.791181,-73.979
"1,985",92.9,117.5,40.790684,-73.978057
"1,927",73.2,108.4,40.790566,-73.977118
"1,925",81.7,121.2,40.791623,-73.978115
"1,925",81,113,40.79106,-73.97628
"1,989",94.2,127,40.791301,-73.976103
"1,900",80.6,111.5,40.791071,-73.977032
"1,922",109.9,155.5,40.790637,-73.976591
"1,922",55.4,81.6,40.792081,-73.977241
"1,928",51.4,78.9,40.792503,-73.976814
"1,927",84.8,111.1,40.792176,-73.975475
"1,913",52.1,76.3,40.792388,-73.975316
"1,920",92.6,157.7,40.792794,-73.975326
"1,901",99.7,127.2,40.793179,-73.976818
"1,911",87.5,130,40.792682,-73.976757
"1,933",66.6,94.4,40.793294,-73.976236
"1,904",73.5,119.9,40.793705,-73.976655
"1,925",86.6,122.2,40.793156,-73.974752
"1,927",79.1,106.6,40.793197,-73.974723
"1,910",55.6,87,40.79423,-73.976518
"1,928",69.6,98.4,40.793521,-73.974485
"1,929",66.9,92.4,40.793815,-73.974275
"1,900",Not Available,Not Available,40.794496,-73.976445
"1,951",51.9,78.3,40.794364,-73.973874
"1,910",90.6,120.1,40.794918,-73.974517
"1,989",59.1,89.1,40.795056,-73.976228
"1,931",107.4,167.7,40.795594,-73.975784
"1,971",112.7,252.8,40.755352,-73.983732
"1,927",Not Available,Not Available,40.75379,-73.981599
"1,954",155.9,447.4,40.753973,-73.980538
"1,900",47.3,84.8,40.754371,-73.980932
"1,954",Not Available,Not Available,40.755651,-73.983516
"1,898",161.6,350.5,40.754814,-73.981935
"1,919",78.8,183.4,40.75458,-73.981379
"1,962",424.7,615.5,40.754503,-73.981195
"1,890",7.7,23.3,40.755118,-73.980754
"1,900",107.6,289.6,40.755255,-73.981087
"1,922",134.7,246.2,40.755316,-73.981227
"1,896",60,161.1,40.754514,-73.980145
"1,917",88.1,203.8,40.755167,-73.98083
"1,910",140.2,346.4,40.755604,-73.979975
"1,914",143.3,220.4,40.756142,-73.981245
"1,911",68.3,180.6,40.756622,-73.982808
"1,956",79,165.3,40.754879,-73.979877
"1,922",66.5,138.6,40.756087,-73.981072
"1,923",146.4,263.1,40.756048,-73.980978
"1,930",80.8,151.7,40.75595,-73.980747
"1,913",Not Available,Not Available,40.755854,-73.980516
"1,913",114.5,230.8,40.755678,-73.980101
"1,989",Not Available,Not Available,40.755447,-73.979466
"1,929",85.5,214,40.756227,-73.979516
"1,974",101.9,205.7,40.757004,-73.982526
"1,962",Not Available,Not Available,40.757479,-73.982176
"1,900",70.1,153.6,40.756803,-73.980841
"1,929",51,128.5,40.756435,-73.979967
"1,911",Not Available,Not Available,40.756852,-73.979058
"1,925",Not Available,Not Available,40.756932,-73.979245
"1,924",75.3,187.9,40.756992,-73.979386
"1,936",105.4,209,40.757132,-73.979714
"1,924",111,271.2,40.757193,-73.979855
"1,925",74.4,172,40.757451,-73.980469
"2,012",54.5,126.7,40.757272,-73.980046
"1,928",83.7,213.1,40.757511,-73.980566
"1,963",79.6,201.6,40.757396,-73.980292
"1,927",81,183.1,40.75722,-73.979877
"1,954",117,123.5,,
"1,932",Not Available,Not Available,40.757141,-73.979693
"1,926",55.3,164.4,40.757003,-73.979368
"1,927",83.5,209.8,40.756753,-73.978509
"1,987",69,204.5,40.757066,-73.978285
"1,964",93,209.4,40.757129,-73.978238
"1,918",47,139.6,40.757426,-73.978465
"1,925",53.8,169,40.757692,-73.979101
"1,930",Not Available,Not Available,40.75806,-73.979974
"1,930",Not Available,Not Available,40.75811,-73.980089
"1,926",134.6,274.8,40.758239,-73.980396
"1,964",112.6,236.1,40.758404,-73.981504
"2,006",104.4,227.5,40.757593,-73.978862
"1,939",86.2,269.6,40.758977,-73.981089
"1,939",107.5,232.4,40.75753,-73.977946
"1,932",121,299.4,40.757824,-73.977732
"1,939",200.4,377.1,40.75801,-73.977595
"1,939",119.3,409.6,40.759606,-73.980627
"1,939",67.3,129.5,40.75999,-73.980349
"1,963",106.1,234,40.760857,-73.979717
"1,947",12.3,38.5,40.759572,-73.977685
"1,949",66.7,177.6,40.759432,-73.977122
"2,007",89.4,210.8,40.759866,-73.978385
"2,009",50621.4,60911.6,40.759482,-73.977468
"1,965",113.1,253.1,40.760648,-73.978309
"1,991",78.3,245.8,40.760445,-73.977829
"1,986",74.4,217.2,40.760632,-73.978269
"1,957",117.3,285.3,40.760549,-73.976421
"2,012",171.2,386,40.760972,-73.977172
"1,965",111.9,220.3,40.762103,-73.978803
"1,957",Not Available,Not Available,40.760703,-73.975634
"1,982",48.6,107,40.760744,-73.97658
"1,926",174.4,281.9,40.762487,-73.978521
"1,946",54.9,95.8,40.761677,-73.976868
"1,939",67.3,107.8,40.761485,-73.976406
"1,899",70.4,201.3,40.761139,-73.975316
"1,902",166.3,355.5,40.761304,-73.975194
"1,987",88.1,245.9,40.762042,-73.975829
"1,964",101.7,214.1,40.762731,-73.978341
"1,962",53.1,123.7,40.762421,-73.976684
"1,915",74.9,103.5,40.762015,-73.975717
"1,990",71,188.3,40.762495,-73.975193
"1,971",117.9,238.6,40.763308,-73.977922
"1,963",94.9,147.9,40.763116,-73.978063
"1,963",112.5,192.1,40.763744,-73.977604
"1,920",55.9,115.4,40.763381,-73.974976
"1,999",179.8,381,40.762621,-73.975211
"1,916",22258.2,26926.2,40.763241,-73.974648
"1,972",125.7,280.5,40.763519,-73.975305
"1,926",122.1,254.1,40.763617,-73.975543
"2,009",78.3,177.3,40.762813,-73.975673
"1,923",36.4,69.4,40.762495,-73.974323
"1,928",137.9,286.3,40.764419,-73.977113
"1,923",62.1,149.9,40.763527,-73.975279
"1,971",51697.6,62313.4,40.763255,-73.974633
"1,970",51,106.2,40.763197,-73.974496
"1,928",107.2,336.5,40.763016,-73.973944
"1,948",57361.3,69115.1,40.763785,-73.973788
"1,926",112.3,218.6,40.764361,-73.975189
"1,974",9,28.2,40.764427,-73.975348
"1,924",129.2,315.9,40.764735,-73.976885
"1,969",142,230.9,40.764493,-73.97551
"1,990",65,181.4,40.765086,-73.974871
"1,971",141.1,241.1,40.765039,-73.974759
"1,926",90.1,125.9,40.764246,-73.97486
"1,963",62.7,116,40.764959,-73.974579
"1,921",Not Available,Not Available,40.765006,-73.974687
"1,901",210.4,349.9,40.76452,-73.975528
"1,928",70.7,139.1,40.765163,-73.975051
"2,007",Not Available,Not Available,40.764155,-73.973951
"1,988",72.9,204.9,40.752286,-73.981748
"1,990",151.1,249.4,40.752058,-73.981466
"1,913",71.7,143.6,40.751772,-73.980795
"1,918",95.7,170.2,40.751673,-73.980124
"1,926",53.3,121.9,40.75161,-73.980146
"1,948",69.6,181.5,40.751,-73.978504
"1,910",122.7,250.6,40.751906,-73.979243
"1,929",67.6,153.7,40.751997,-73.979864
"1,910",89.9,178.2,40.752417,-73.980448
"1,926",125,274.8,40.752563,-73.980791
"1,927",59.6,115.4,40.752609,-73.98151
"1,971",82.8,194.1,40.753051,-73.981188
"1,981",139.4,359.8,40.751848,-73.977882
"1,937",99.3,160.3,,
"1,928",74.9,152.9,40.752612,-73.978853
"1,917",105.4,212.4,40.752702,-73.97907
"2,003",116.2,309.9,40.752236,-73.979712
"1,916",95.7,184.5,40.753315,-73.980993
"2,006",89.6,226.7,40.753663,-73.980744
"1,969",102.4,211.7,40.753323,-73.980495
"1,963",81,219.1,40.753383,-73.978871
"1,915",Not Available,Not Available,40.754001,-73.980495
"1,928",80.8,181.3,40.754078,-73.979935
"1,921",47.2,146.4,40.753869,-73.978513
"1,914",66.1,203.6,40.75357,-73.978708
"1,989",108.5,310.5,40.754605,-73.979538
"1,959",80.1,218.5,40.754467,-73.979455
"1,926",104.3,224.2,40.754874,-73.979859
"1,915",87,243.8,40.754198,-73.978275
"1,914",184.5,353.6,40.754036,-73.977214
"1,922",83.5,189.5,40.754462,-73.97808
"1,929",170.9,341.3,40.755219,-73.979062
"1,896",86.8,220.7,40.755121,-73.979679
"1,928",80.2,195.3,40.752262,-73.975464
"1,963",104.5,214.5,,
"1,927",72,174.9,40.755439,-73.979448
"1,924",107.6,176.8,40.754538,-73.977398
"1,920",60,178.7,40.755046,-73.977654
"1,958",94.5,202,40.755634,-73.978098
"1,955",67.6,188.1,40.755842,-73.979152
"2,003",93.8,252.8,40.755024,-73.978318
"1,993",97.9,249.9,40.756122,-73.978946
"1,922",80.6,186.9,40.755018,-73.975568
"1,983",66.9,181.7,40.756391,-73.978206
"1,951",69.7,172.4,40.756572,-73.978101
"1,929",Not Available,Not Available,40.756265,-73.976766
"1,928",61.5,169.9,40.75686,-73.977126
"1,950",56,145.6,40.757039,-73.97778
"1,930",86,233,40.75744,-73.977989
"1,984",94.4,203.7,40.757083,-73.977606
"1,956",50.6,142.9,40.756753,-73.976383
"1,932",74.8,188.1,40.759665,-73.973783
"1,926",Not Available,Not Available,40.757082,-73.976145
"1,924",97.2,216,40.756962,-73.976256
"1,925",131.7,324.5,40.757816,-73.977711
"1,929",64.7,166.8,40.757107,-73.976152
"1,967",120.3,237.7,40.757519,-73.975827
"1,955",64.2,150.3,40.756802,-73.974271
"1,915",121.5,294.3,40.758136,-73.97627
"1,923",267.8,760.3,40.758002,-73.977577
"1,980",184.4,284.7,40.758114,-73.975393
"1,994",87.6,234.8,40.75745,-73.973798
"2,015",61.2,163.1,40.758292,-73.974697
"1,949",69,183.9,40.758888,-73.974855
"1,953",Not Available,Not Available,40.758715,-73.974956
"1,986",103.6,284.1,40.758323,-73.974722
"1,960",Not Available,Not Available,40.758224,-73.973231
"1,929",Not Available,Not Available,40.758825,-73.974877
"1,926",84.1,213.1,40.759404,-73.975393
"1,976",66.3,208.1,40.759078,-73.976281
"1,916",Not Available,Not Available,40.759986,-73.976129
"1,969",115,214.8,40.75964,-73.975916
"1,926",81.4,239.4,40.759212,-73.97462
"1,929",70.4,168.6,40.759292,-73.974537
"1,981",59.5,135.2,40.758811,-73.973946
"1,928",95.5,216.9,40.759467,-73.974407
"2,010",82.8,234.4,40.759651,-73.974299
"1,973",88701.1,106855.6,40.760184,-73.975548
"1,982",66.7,203.9,40.759838,-73.974165
"1,991",32268.7,38960.2,40.759571,-73.973805
"1,952",135.1,316.9,40.7592,-73.972523
"1,986",53.7,168.7,40.760035,-73.973415
"1,926",44.3,139,40.760821,-73.975522
"1,912",101.8,276.8,40.760757,-73.975569
"1,926",137.6,336.8,40.761131,-73.975295
"1,955",68.4,160.8,40.760911,-73.975046
"1,981",76,201.3,40.760354,-73.973454
"1,957",70.7,196.6,40.75978,-73.972097
"1,963",90.2,155,40.764452,-73.963735
"1,958",59.4,158.4,40.760057,-73.971895
"1,986",58,182.2,40.760652,-73.97253
"1,956",95.3,237.6,40.760798,-73.973104
"1,970",84.3,214.2,40.761081,-73.973797
"2,003",148.8,322.3,40.760691,-73.97262
"1,904",171.7,333,40.761559,-73.974681
"1,927",69.3,193.4,40.761946,-73.974699
"1,922",24.3,76.4,40.761081,-73.97323
"1,986",149.3,392.1,40.760718,-73.972642
"1,954",72,178.1,40.760628,-73.971479
"1,955",105.2,273.5,40.761358,-73.972262
"1,962",56,131.9,40.761177,-73.973161
"1,957",179.4,344.3,40.762135,-73.974562
"1,980",84,200.1,40.762146,-73.972479
"1,972",120.8,269.1,40.761278,-73.971006
"1,930",75.3,158.2,40.762162,-73.972082
"1,950",99,236,40.7618,-73.972706
"1,939",211.3,502.9,40.762687,-73.974161
"1,983",88.1,207.9,40.76239,-73.974374
"1,920",136.6,424.4,40.762862,-73.974034
"1,900",136.2,307.9,40.762676,-73.973262
"2,000",129.1,312.5,40.762621,-73.973128
"1,921",106,279.9,40.762195,-73.972443
"1,929",Not Available,Not Available,40.762445,-73.972237
"1,954",83,191.4,40.761783,-73.970638
"1,916",111.3,159.2,40.762123,-73.970389
"1,967",95.2,220.7,40.762629,-73.972125
"1,930",82.3,212.7,40.763326,-73.973695
"1,993",164.9,317.5,40.762088,-73.971862
"1,968",136.4,303.7,40.763776,-73.973366
"1,928",72.5,117,40.762485,-73.970125
"1,959",8311.8,10109.9,40.762977,-73.97037
"1,920",121.5,274.3,40.763381,-73.971551
"1,982",80.9,201.8,40.750992,-73.978485
"1,959",59.2,145,40.750298,-73.976894
"1,929",73.4,168.2,40.75044,-73.976768
"1,958",60.6,154.3,40.750245,-73.976909
"1,974",204.5,319.6,40.749581,-73.975324
"1,958",53.9,140.8,40.749798,-73.975165
"1,923",76.9,218.5,40.751681,-73.977677
"1,929",97.7,199.8,40.750879,-73.976472
"1,923",130,255.3,40.751807,-73.976944
"1,954",80,186.9,40.751195,-73.975483
"1,929",58.3,143.8,40.751587,-73.97593
"1,951",67.4,167.8,40.751049,-73.974252
"1,987",83,214.4,40.752424,-73.97532
"1,925",118.3,272.8,40.752833,-73.975027
"1,952",83.4,205.3,40.752474,-73.974446
"1,982",65.2,178.3,40.752424,-73.974334
"1,915",162.3,274.3,40.753209,-73.974291
"2,013",75.4,178.5,40.753138,-73.974803
"1,929",98.2,212.3,40.754508,-73.975951
"1,915",60.4,170.8,40.753467,-73.97459
"1,924",Not Available,Not Available,40.753783,-73.973713
"1,967",113.4,269.1,40.754826,-73.975683
"1,958",75.5,178.6,40.754244,-73.973994
"1,958",94.9,211.3,40.753722,-73.972309
"1,926",Not Available,Not Available,40.75471,-73.973655
"1,929",111,254.2,40.755062,-73.972868
"2,013",129.4,238,40.75496,-73.973471
"1,963",117.7,239.7,40.755564,-73.975138
"1,967",92.6,216.3,40.756456,-73.974495
"1,926",82.4,231.7,40.75555,-73.973979
"1,984",76.9,212.3,40.754669,-73.971619
"1,923",59,90.6,40.755643,-73.972305
"1,924",131.2,247.4,40.755685,-73.972943
"1,985",141.3,245.2,40.755042,-73.972774
"1,990",75.6,223.7,40.756162,-73.972593
"1,981",69.3,217.5,40.755341,-73.971124
"1,930",129.3,258.6,40.756648,-73.974358
"1,925",124.2,212.8,40.757271,-73.973903
"1,980",62.6,170.6,40.756651,-73.972264
"1,927",129.5,245.5,40.756587,-73.972283
"1,924",Not Available,Not Available,40.756329,-73.97194
"1,985",Not Available,Not Available,40.756266,-73.971792
"1,958",108.7,278.8,40.756216,-73.970496
"1,931",96.3,207.7,40.756815,-73.972145
"1,960",74.1,164.6,40.756917,-73.972044
"1,969",140.1,297.4,40.758171,-73.973246
"1,958",80,191.6,40.757216,-73.971827
"1,984",Not Available,Not Available,40.757504,-73.970892
"1,958",180.8,413.7,40.758786,-73.972801
"1,984",83.3,225.6,40.757943,-73.971322
"1,986",Not Available,Not Available,40.758275,-73.971055
"1,929",Not Available,Not Available,40.757518,-73.970882
"1,998",86.3,197.7,40.757435,-73.9696
"1,964",59.1,169.8,40.75791,-73.969254
"1,976",126.7,262.1,40.758019,-73.969174
"1,961",Not Available,Not Available,40.759541,-73.972245
"1,977",166.6,311.3,40.759269,-73.971148
"1,964",110.1,221,40.75903,-73.970321
"1,983",59.7,162.8,40.75859,-73.968759
"1,956",73,127.6,40.759474,-73.969747
"1,985",Not Available,Not Available,40.760004,-73.970992
"1,916",64.9,110.7,40.760065,-73.971393
"1,951",118.4,174.5,40.759151,-73.97087
"1,985",Not Available,Not Available,40.759815,-73.970502
"1,961",111,159.6,40.759384,-73.969484
